ཨ་ཧྥེ་རི་ཁ།	África
༦༧ (གྲངས་ཀ།)	Sessenta e sete
༧༧ (གྲངས་ཀ།)	Setenta e sete
༨༣ (གྲངས་ཀ།)	Oitenta e três
༨༢ (གྲངས་ཀ།)	Oitenta e dois
༨༦ (གྲངས་ཀ།)	Oitenta e seis
༧༨ (གྲངས་ཀ།)	Setenta e oito
༩༨ (གྲངས་ཀ།)	Noventa e oito
སྤྲེའུ་ས་ལག	Semnopithecus
ཨཤ་ཀེ་ན། (གསུང་རབ།)	Asquenaz
སྡུག་བསྔལ་བརྒྱད།	Dukkha
བརྒྱངས་དཀྲོལ།	Guzheng
པི་ཝང་།	Erhu
ར་རྒོད།	Hemitragus jemlahicus
འདུན་པ་ནག་པོས།	Noir Désir
རྩི་རང་གི་ས་ཁོངས།	Tsirang
དབང་འདུས་ཕོ་བྲང་གི་ས་ཁོངས།	Wangdue Phodrang
གསར་སྦང་གི་ས་ཁོངས།	Sarpang
བཙུན་པ།	Monge
ཉི་ཧུང་གི་ནང་ཆོས།	Budismo no Japão
ཨཱ་སམ་སྤྲེལ།	Macaca assamensis
མའེ་ཧོང་སཱོན།	Mae Hong Son
༄༅།། ཏིན་ཏིན་གྱི་དཔའ་རྩལ།	As Aventuras de Tintim
འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ།	Tara (budismo)
ལུས་འབྲེལ་གྱི་ཕོག་ཐུག་བཟོ་བ།	Assédio sexual
ཨ་ཝེ་རོང་གཙང་པོ།	Rio Aveyron
བྱིའུ་སེར།	Mariquita-amarela
མི་འཁྲུགས་པ།	Akshobya
རྒྱ་ནག་གི་སྒྱུ་རྩལ།	Arte da China
ཤིབ་རཱ།	Sifrá
འདམ་གཞུང་རྫོང་།	Damxung
༦༡ (གྲངས་ཀ།)	Sessenta e um
གསེར་སྤྲེལ།	Cercopithecus kandti
ན་ཁཱོན་ཕ་ནོམ།	Nakhon Phanom
ཕོ་ལོ་ནེའུ་སི།	Polónio (Hamlet)
སོང་ཁ་ལ།	Songkhla
པར་ཐི་མེ།	Jesus curando o cego perto de Jericó
ཧྲིན་ཐོ།	Xintoísmo
༤༢ (གྲངས་ཀ།)	Quarenta e dois
བོན།	Bön
ཨུ་ཌོན་ཐ་ནི།	Udon Thani
སེན་ཏེ་ཨ་ཧྥེ་རི་ཁེ།	Saint-Affrique
སྤྱི་ལེ།	Quilômetro
རྒྱ་གར་གྱི་སྒྱུ་རྩལ།	Arte da Índia
དུས་འཁོར།	Kalachakra
ཨ་ལའེ་ཞི་ཡ།	Alésia
མོན་པ།	Monpas
སུ་ར་ཊི་ཐ་ནི།	Surat Thani
གེ་སར་རྒྱལ་པོ།	Épico do Rei Gesar
པུ་ཁེཊ་གྲོང་ཁྱེར​།	Phuket (cidade)
ཁེ་ནཱན་ནི་ཨེ་ནོ་ཟི་ཞེས་བྱ་བའི་བུ།	Cainã
Wylie	Transliteração Wylie
རྒྱ་ནག་གི་ནང་ཆོས།	Budismo na China
རྙིང་མ་པ།	Nyingma
རྫོགས་ཆེན།	Dzogchen
ཨ་ཁྲང་མི།	Achang
སྐུ་སྲུང་།	Guarda-costas
གད། (གསུང་རབ།)	Gade
སྤྲེའུ་ཨཱ་ཧ།	Macaca thibetana
མཐོ་དམན་གདང་།	Paralelas assimétricas
མདོག་འགྱུར་རྩངས་པ།	Polychrotidae
སླང་གཟུགས་སྒག་ཆས།	Freio a tambor
ཧྲའོ་ལིན་དྲག་རྩལ།	Shaolin quan
རིན་ཆེན་འབྱུང་གནས།	Ratnasambhava
ཆེང་རཱེ།	Chiang Rai
ཧྲུའེ་མི།	Shui (etnia)
ཀོ་ལའོ་མི།	Gelao (etnia)
ཕི་ཊི་ཙ་ནུ་ལོཀ།	Phitsanulok
མུའུ་ལའོ་མི།	Mulao (etnia)
ཀུན་ཏུ་བཟང་པོ།	Samantabhadra
ཉག་ཆུ་	Rio Yalong
གླང་ཆེན་དཀར་པོ།	Elefante branco
འདྲེ་ཚེར་མ།	Lycium
༥༡ (གྲངས་ཀ།)	Cinquenta e um
འབར་ཁང་།	Câmara de combustão
རིན་པོ་ཆེ།	Rinpoche
བོད་ཀྱི་ཟ་ཆ།	Culinária do Tibete
ཡཱ་རིད། (གསུང་རབ།)	Jarede
མཱུན་སི། (ཨིན་ཌི་ཡཱ་ན།)	Muncie (Indiana)
རྒྱལ་པོ་དང་བྱིའུ།	Le Roi et l'Oiseau
ཨི་ཏ་ལི་གྱི་སྒྱུ་རྩལ།	Arte da Itália
རའོ་གྷེར་རེ་ཝེལ།	Roger Revelle
ཕུད། (གསུང་རབ།)	Pute
དབུགས་མདོང་སྒྲོམ་གཞི།	Bloco do motor
དམག་འཐབ་གྲུ་གཟིངས།	Batalha naval (jogo)
སྤྱི་འཁོར་སྒུག་ཁང་།	Parada de ônibus
ཧེན་རཱེ་རཱོའུ་སཱོ།	Henry Rousso
ཇི་ཡོ་ཝ་ནི་བ་ཊི་སི་ཊ་པི་ཌོ་ནི།	Giovanni Battista Pittoni
ཅའི་ཡ་ཕུམ།	Chaiyaphum
སྤང་།	Pradaria
ན་ཁཱོན་སི་ཐམ་མ་ར་ཊི།	Nakhon Si Thammarat
སྟོད་ལུང་བདེ་ཆེན་རྫོང༌།	Doilungdêqên
ན་ཁཱོན་ས་ཝན།	Nakhon Sawan
ལ་ཇུན་ཏ།	La Junta
ཨཱལ་པེ་ན། (མི་ཅི་གྷན།)	Alpena (Michigan)
ལམ་པང་།	Lampang
ས་ཀཱོན་ན་ཁཱོན།	Sakon Nakhon
སྟག་རྩེ་རྫོང་།	Dagzê
རེ་ཡོང་།	Rayong
མ་ད་ནཱ་པལ་ལི།	Madanapalle
མུཀ་ད་ཧཱན།	Mukdahan
པ་ཊ་ནི།	Pattani
ནོང་ཁའི།	Nong Khai
གཱ་ཡ་པོ་མི།	Caiapós
ཤར་ལི་ཨེཕ་དོ།	Charlie Hebdo
དེ་བཞིན་གཤེགས་པ།	Tathagata
ཐོ་གར་མ།	Togarma
ཨ་ཀོའོ་འར་སྐད་ཡིག་སློབ་གྲྭ།	École de langues Accord
ཝ་ཡང་ཟློས་གར་ཁང་།	Wayang
ཚལ་ཐོ།	Lista de hortaliças
མཁའ་འགྲོ།	Dakini
ཨོ་པེད། (གསུང་རབ།)	Obed
ཀུ་ཤ། (གསུང་རབ།)	Cush
ཕུལ་ཅི་ནེལ་ལ།	Polichinelo
སྒྲ་མཚོན་ཡི་གེ།	Fonograma
ལོ་བདུན་རིང་གི་བོད།	Sete Anos no Tibete
ཌ་མ་རུ།	Damaru
ནཱ་ཧོར།	Nahor
སེ་རུག	Serugue
ཆུ་འབྲུམ།	Cyperus esculentus
ཨེ་ལི་ཨེ་ཟེ།	Eliezer
རྣོ་སོག​	Serra para metais
ཞི་པན་ཡའི་སྒྱུ་རྩལ།	Arte na Espanha
མོ་ནད་ཚན་ཁག་གི་མཁས་པ།	Ginecologia
རུའེ།	Rá
མེ་ཏོག་གི་རིགས་ཤིག	Podocytisus
ཧིང་ཧྲན་རི་བོ།	Monte Heng (Shanxi)
ཁྲུར་སི་ཐན་དང་ཨེ་སོལ་རྡེ། (ཝ་རྒི་ནར།)	Tristan und Isolde
ཨེ་ལི་ཤཱ།	Elisá
ས་ཊུན།	Satun
ཨ་བྲ་མཆུ་ནག	Ochotona curzoniae
མིས་རཱ་ཡིམ།	Mizraim
ཁྲི་སྙན་ས་ལེ།	Goral
ཏི་ཀི་ཀུ།	Tíquico
ཧྥ་རན།	Franco (moeda)
Category:འཇར་མན།	Categoria:Alemanha
Category:ཨི་ཏ་ལི།	Categoria:Itália
Category:ཨ་མེ་རི་ཁ་རྒྱལ་ཕྲན་མཉམ་འབྲེལ་རྒྱལ་ཁབ།	Categoria:Estados Unidos
Category:ཨུ་རུ་སུ།	Categoria:Rússia
Category:ཁ་ན་ཌ།	Categoria:Canadá
Category:དབྱིན་ཇི་མཉམ་འབྲེལ།	Categoria:Reino Unido
Category:ཞི་པན་ཡ།	Categoria:Espanha
Category:རྒྱ་ནག	Categoria:China
Category:རི་པིན།	Categoria:Japão
Category:ཨོ་སེ་ཐེ་ལི་ཡ།	Categoria:Austrália
Category:མེག་སི་ཀོ།	Categoria:México
Category:རྒྱ་གར།	Categoria:Índia
Category:སའུ་དི་ཨ་ར་པི་ཡ།	Categoria:Arábia Saudita
Category:ཨི་སི་ར་ཨེལ།	Categoria:Israel
Category:ཝ་ཏི་ཀན།	Categoria:Vaticano
Category:ལྷོ་ཨ་ཧྥེ་རི་ཁ།	Categoria:África do Sul
Category:ཨའི་ཅི།	Categoria:Egito
Category:ཡི་ལང་།	Categoria:Irão
Category:ནིའུ་ཛི་ལེན་ཌི།	Categoria:Nova Zelândia
Category:ཨར་ཇེན་ཊི་ན།	Categoria:Argentina
དངོས་ཚན།	Graduação
Category:ཨ་ཧྥུའུ་རྒན་སི་ཐན།	Categoria:Afeganistão
Category:ཨཱལ་ཇི་རི་ཡ།	Categoria:Argélia
Category:ཨ་སུ་ཊ་རི་ཡ།	Categoria:Áustria
Category:བྷང་ལ་རྡེ་ཤུ།	Categoria:Bangladesh
Category:ཀོང་གོ་མི་དམངས་དམངས་གཙོ།	Categoria:República Democrática do Congo
Category:ཨི་ཐི་ཨོ་པི་ཡ།	Categoria:Etiópia
Category:ཨིན་རྡུ་ནི་ཤིས་ཡ།	Categoria:Indonésia
Category:ཧོ་ལན།	Categoria:Países Baixos
Category:ནི་ཇི་རི་ཡ།	Categoria:Nigéria
Category:པ་ཀི་སི་སྟན།	Categoria:Paquistão
Category:ཕོ་ལན།	Categoria:Polónia
Category:པོ་ཅུ་གྷལ།	Categoria:Portugal
Category:ལྷོ་ཀོ་རི་ཡ།	Categoria:Coreia do Sul
Category:སུད་སི།	Categoria:Suíça
Category:ཏན་ཛ་ནི་ཡ།	Categoria:Tanzânia
Category:ཐའེ་གོ	Categoria:Tailândia
Category:ཨུཀ་རཡི་ནི།	Categoria:Ucrânia
Category:ཝི་ཏི་ནམ།	Categoria:Vietname
Category:འུ་འཐུང་སྲོག་ཆགས།	Categoria:Mamíferos
Category:བྱ།	Categoria:Aves
Category:དངོས་ཁམས་རིག་པ།	Categoria:Física
Category:རང་བྱུང་གི་ཚན་རིག	Categoria:Ciências naturais
Category:སྐྱེས་དངོས་རིག་པ།	Categoria:Biologia
Category:རྫས་འགྱུར་རིག་པ།	Categoria:Química
Category:ལོ་རྒྱུས།	Categoria:História
Category:ས་ཁམས།	Categoria:Geografia
Category:ཆོས་ལུགས།	Categoria:Religião
Category:ལུས་རྩལ་སྐོར།	Categoria:Desportos
Category:ཚན་རིག	Categoria:Ciência
Category:མཉམ་འབྲེལ་རྒྱལ་ཚོགས།	Categoria:Nações Unidas
Category:གློག་བརྙན།	Categoria:Cinema
Category:སྤེལ་རེས།	Categoria:Comunicação
Category:སའི་གོ་ལ།	Categoria:Terra
ཐི་ར། (གསུང་རབ།)	Tiras
ཐུ་བལ། (གསུང་རབ།)	Tubal
གེར་ཤོམ།	Gérson (filho de Moisés)
ཡ་ཀ་རི།	Yakari
ཨལ་ཕཱ།	Alfeu (Bíblia)
ས་སྐྱ་དགོན།	Monastério Sakya
ཁྲུང་ཆིང་གྲོང་ཁྱེར།	Províncias da República Popular da China
ཀྱེའི་རྡོར།	Hevajra
རྒྱ་ཨར།	Azeitona
ཁེབ་ཊན་ཧ་རྡོག	Capitão Haddock
ཕེ་ལེག	Pelegue
རྒྱ་གར་གྱི་ཆོས་ལུགས།	Religiões indianas
ཏ་ཟིག་གི་མི།	Povos iranianos
ཡ་ཝན། (གསུང་རབ།)	Javan
བང་སྒྱུར་ཡུ་བ།	Alavanca de câmbio
ཀི་ཐིམ།	Quitim
བསོད་ནམས་དཔལ་འཛོམས།	Coriandrum
ཕོ་ལན་གྱི་སྒྱུ་རྩལ།	Cultura da Polónia
རྫ་བྲ།	Ochotona gloveri
སལ་མོན།	Salmom
ནབ་ཏ་ལིྰ།	Naftali
སི་མེ་ཡོན། (གསུང་རབ།)	Simeão (filho de Jacob)
ལུང་སྟོན་མ་ཨན་ནཱ།	Ana, a Profetisa
ཨ་ཤེར།	Aser
ནཱ་སོན།	Naassom
རའོ་ནི་མེ་ཏུག་ཏི་རེ།	Raoni
ཀེའུ་ཙོང་།	Alho-porro
པེ་རེ་ཟི།	Perez (Bíblia)
རམ། (གསུང་རབ།)	Arão (filho de Esrom)
ཆོས་ལུགས་བར་གྱི་དམག་འཁྲུག	Guerra santa
མ་བཅུག་པར་ཆགས་སྦྱོར་བྱེད་ཚུལ།	Sexo não penetrativo
ཆུ་སྲིན།	Baleia
གྲོང་ཁྱེར་ཆེན་པོར།	Região metropolitana
གསར་འགོད་པ།	Repórter
མ་གོག (གསུང་རབ།)	Magog
Category:མཚན་ཉིད་རིག་པ།	Categoria:Filosofia
Category:སེམས་ཁམས་རིག་པ།	Categoria:Psicologia
Category:ནང་པ་སངས་རྒྱས་ཆོས་ལུགས།	Categoria:Budismo
Category:ཡེ་ཤུའི་ཆོས་ལུགས།	Categoria:Cristianismo
Category:ཧིན་ཏུའི་ཆོས་ལུགས།	Categoria:Hinduísmo
Category:དབྱི་སི་ལམ་ཆོས་ལུགས།	Categoria:Islamismo
བོད་ཡིག་གི་ཝེ་ཁེ་རིག་མཛོད།	Wikipédia em tibetano
བྱ་རྒོད།	Águia
སི་པི་རིང་ཧྥིལ་ཌི། (ཧྥོ་ལོ་རི་ཌ།)	Springfield (Flórida)
ཏིན་ཏིན་བོད་ལ་ཕྱིན་པ།	Tintin au Tibet
སྟར་ཤིང་།	Juglans
ཤིན་གོ་ཨ་ར་ཁི།	Shingo Araki
སན་ཐ་ཧྥེ་པོ་གོ་ཏ།	Santa Fe (Bogotá)
མེ་ལེ་ཡཱ། (གསུང་རབ།)	Lista de personagens bíblicos menores
ཡི་ལང་གི་སྒྱུ་རྩལ།	Arte persa
ལག་སོག	Serrote
ཨོ་སེ་ཐེ་ལི་ཡའི་སྒྱུ་རྩལ།	Pintura na Austrália
གོ་སྙོད་ཟུར་བརྒྱད།	Estrela-de-anis
དོ་ད་ནིམ།	Dodanim
རི་ཨད། (གསུང་རབ།)	Rifate
Category:ཆ་མི་ཚང་བ	Categoria:!Esboços
Category:ལྦེ་ཁེ་རིག་མཛོད།	Categoria:!Administração da Wikipédia
Category:རིག་གནས།	Categoria:Cultura
མེའི་ཇིའི་དུས་དུས་མཚམས།	Era Meiji
སྨུག་པོའི།	Púrpura
Template:User uk-2	Predefinição:User uk-2
ཁབ་ལེན་	Magnetismo
སླི་ཁེ་རི་ནི་ཞི་ཡ།	Micronésia
ཨེ་ཤེ་ཡའི་སྒྱུ་རྩལ།	Arte asiática
ནཱ་ཐན་ནི་དཱ་བིད་ཅེས་བྱ་བའི་བུ།	Natã (filho de Davi)
རྩེ་གསུམ།	Trishula
Category:ཕའི་ཆིའུ་སྤོ་ལོ།	Categoria:Voleibol
ཉུང་མ།	Nabo
Category:འཁྲབ་སྟོན་པ།	Categoria:Atores
Template:Tl	Predefinição:Ligação para predefinição
Category:ཁྲིམས་ལུགས།	Categoria:Direito
Category:རྒྱལ་ཁབ།	Categoria:Países
Category:དཔལ་འབྱོར་རིག་པ།	Categoria:Economia
Wikipedia:Administrators	Wikipédia:Administradores
Category:ཀཛ་ཀིསུ་གཏན།	Categoria:Cazaquistão
Wikipedia:བཀོད་འདོམས་པར་རེ་ཞུ	Wikipédia:Pedidos de administração
Category:ལས་རིགས།	Categoria:Ocupações
Category:དུས་ཚོད།	Categoria:Tempo
Category:དངུལ་ལོར།	Categoria:Dinheiro
Category:རྩི་ཤིང་རིག་པ།	Categoria:Botânica
Category:གཤག་བཅོས་རིག་པ།	Categoria:Anatomia
Category:སྨན།	Categoria:Medicina
Category:ཆབ་སྲིད།	Categoria:Política
Category:སློབ་གསོ།	Categoria:Educação
Category:སྒྱུ་རྩལ།	Categoria:Arte
ཨའི་ཅི།	Egito
ཧེ་ཟི་རོན།	Esrom
Category:མཚན་ཉིད་རིག་པ་བ།	Categoria:Filósofos
Template:Bot	Predefinição:Robô
ཁ་ན་ཌ།	Canadá
Category:ཧུང་གྷ་རི།	Categoria:Hungria
Category:པེར་ཅིན།	Categoria:Bélgica
Category:སེ་པི་རི་སི།	Categoria:Chipre
Category:ཅེཀ་སྤྱི་མཐུན་རྒྱལ་ཁབ།	Categoria:República Checa
Category:དན་མྲག	Categoria:Dinamarca
Category:ཨིསུ་ཊོ་ནིཡ།	Categoria:Estónia
Category:ཀེ་རི་སི།	Categoria:Grécia
Category:ལ་ཊ་ཝིཡ།	Categoria:Letónia
Category:ཨཡིསུ་ལེན་ཌ།	Categoria:Islândia
Category:ལུ་སེམ་བའུརག (རྒྱལ་ཁབ།)	Categoria:Luxemburgo
Category:ལི་ཐུ་ཨེ་ནི་ཡ།	Categoria:Lituânia
Category:མལ་ཏ།	Categoria:Malta
Category:སི་ཝེ་དེན	Categoria:Suécia
Category:སི་ལོ་ཕ་ཁེ།	Categoria:Eslováquia
Category:སི་ལོ་ཝེ་ནི་ཡ།	Categoria:Eslovénia
Category:ཨར་ལེན་ཌ།	Categoria:República da Irlanda
Wikipedia:Copyrights	Wikipédia:Direitos de autor
Wikipedia:ཡི་སྐོར།	Wikipédia:Sobre a Wikipédia
Category:རོལ་རྩེད།	Categoria:Jogos
Template:Flagicon	Predefinição:ÍconeBandeira
Category:ཡོ་རོབ་གླིང་གི་རྒྱལ་ཁབ།	Categoria:Países da Europa
Category:ཡོ་རོབ་གླིང་།	Categoria:Europa
Template:Documentation	Predefinição:Documentação
Category:ལྦེ་ཁེ་བ།	Categoria:!Wikipedistas
ཚོང་ལས།	Negócio
Template:Softredirect	Predefinição:Pseudorredirecionamento
Template:གསུབ་པ	Predefinição:ER
པུ་རུ་ཟིལ་གྱི་སྒྱུ་རྩལ།	História da arte no Brasil
Category:སྐད་རིགས།	Categoria:Línguas
Category:བརྡ་སྤྲོད་ཀྱི་གཞུང་།	Categoria:Gramática
Category:ལོ་ཐོ།	Categoria:Calendários
Wikipedia:General disclaimer	Wikipédia:Aviso geral
Category:Pages with broken file links	Categoria:!Páginas com ficheiros inexistentes
Wikipedia:སྒྲོམ་གཞི།	Wikipédia:Lista de predefinições
དམག་མི།	Soldado
Template:Navbox	Predefinição:Navbox
ཁུག་བྱི།	Canguru
དྲང་པོ།	Justiça
དད་པ།	Fé
Template:Clear	Predefinição:Limpar
Template:Col-break	Predefinição:Col-break
Template:Col-begin	Predefinição:Col-begin
Template:Nowrap	Predefinição:Nowrap
རྩི་ཤིང་རིགས་ཤིག	Vaccinium myrtillus
Wikipedia:སྐད་རིགས་ཆ་ཚང་ཡོད་པའི་རྩོམ་ཡིག་ཟིན་ཐོ།	Wikipédia:Artigos essenciais
Category:ཨ་ཧྥེ་རི་ཁ་གླིང་།	Categoria:África
Category:གྲངས་ཀ།	Categoria:Números
Category:གྲོང་ཚོ།	Categoria:Aldeias
Category:གསུང་རབ།	Categoria:Bíblia
Category:དེབ།	Categoria:Livros
Template:བྷི་པེལ།	Predefinição:Babel
Template:Commons	Predefinição:Commons
Template:Reflist	Predefinição:Referências
Template:ཆ་མི་ཚང་བ	Predefinição:Esboço
Template:User eo-1	Predefinição:User eo-1
Template:User bg-1	Predefinição:User bg-1
Template:User eo-3	Predefinição:User eo-3
Template:User de	Predefinição:User de
Template:User de-1	Predefinição:User de-1
Template:User es	Predefinição:User es
Template:User de-3	Predefinição:User de-3
Template:User en-3	Predefinição:User en-3
Template:User en-1	Predefinição:User en-1
Template:User en-2	Predefinição:User en-2
Template:User eo-2	Predefinição:User eo-2
Template:User en-4	Predefinição:User en-4
Template:User en-0	Predefinição:User en-0
Template:User en	Predefinição:User en
Template:User de-2	Predefinição:User de-2
Category:དངོས་པོ།	Categoria:Matéria
Category:འཚོ་བ།	Categoria:Vida
Template:User he-2	Predefinição:User he-2
Template:User it-3	Predefinição:User it-3
Template:User ja	Predefinição:User ja
Template:User ja-1	Predefinição:User ja-1
Template:User it-1	Predefinição:User it-1
Template:User hr-1	Predefinição:User hr-1
Template:User fr	Predefinição:User fr
Template:Unsigned	Predefinição:Não assinou
Category:སྲིན་འབུ།	Categoria:Insectos
Category:མོལ་དོ་ཝ།	Categoria:Moldávia
Category:ཨ་ཛར་བཡི་ཇན།	Categoria:Azerbaijão
Category:ཡ་ཀྲོའུ་གླིང་	Categoria:Ásia
Category:ཅི་ལི།	Categoria:Chile
Category:ལི་སོ་ཐོ།	Categoria:Lesoto
Category:User uk	Categoria:Usuários uk
Category:User uk-N	Categoria:Usuário uk
Category:མ་ལ་ཤི་ཡ།	Categoria:Malásia
Template:Mod	Predefinição:Mod
Template:User uk	Predefinição:User uk
Template:དགའ་བསུ་ཞུ	Predefinição:Bem-vindo(a)
Category:གཟའ་འཁོར་གྱི་རེ་གཟའ་གཅིག	Categoria:Dias da semana
Category:ཟླ་བ།	Categoria:Lua
Template:Country flagnavy	Predefinição:Marinha/core
Category:སྐད་བརྡ་རིག་པ།	Categoria:Linguística
Template:ཨ་ཧྥེ་རི་ཁ་གླིང་།	Predefinição:Países da África
Template:Userboxbottom	Predefinição:Userboxbottom
Template:Country data ལེ་སུ་ནི་ཡྰ།	Predefinição:Country data Lituânia
Template:S-start	Predefinição:Começa caixa
Category:ཀ་ན།	Categoria:Gana
Category:ཕ་རི།	Categoria:Paris
Category:User en-4	Categoria:Utilizador en-4
Category:ཊོ་གོ	Categoria:Togo
Category:User en	Categoria:Usuários en
Category:ཁུརོ་ཤི་ཡ།	Categoria:Croácia
Category:User zh-N	Categoria:Usuário zh
Category:User en-2	Categoria:Usuário en-2
Template:User eo	Predefinição:User eo
Template:User zh	Predefinição:User zh
Template:Navbox/core	Predefinição:Navbox/core
Template:Template other	Predefinição:Template other
Template:རྒྱལ་ཁབ་ཀྱི་ཆ་འཕྲིན།	Predefinição:Dados de país
Category:མིང་།	Categoria:Nomes
Category:རི་འཛེག་ལུས་རྩལ།	Categoria:Escalada
Category:ཟས་ཀྱི་རིག་པ།	Categoria:Alimentação
Template:Pp-template	Predefinição:Pp-template
Template:Wikispecies	Predefinição:Wikispecies
Template:User nl-2	Predefinição:User nl-2
Category:སོ་ནམ།	Categoria:Agricultura
Category:ཙུང་ཐུང་ གཙོ་འཛིན།	Categoria:Presidentes
Template:User ru	Predefinição:User ru
Category:ཨ་མེ་རི་ཀ	Categoria:América
Category:ནོའོ་བྷེལ་བྱ་དགའ་རགས་མཁན།	Categoria:Nobel da Paz
Category:Language user templates	Categoria:!Predefinições de babel
Category:ཚད་འཇལ་བྱེད་ཀྱི་སྡེ་ཚན།	Categoria:Unidades de medida
Category:རྩོམ་པ་པོ།	Categoria:Escritores
Category:དམག་དོན།	Categoria:Tópicos militares
Category:སློབ་གྲྭ་ཆེན་མོ།	Categoria:Universidades
Template:User pl	Predefinição:User pl
Template:ཆོས་ལུགས།	Predefinição:Religião
Template:རིགས་དགར་མེད་པ	Predefinição:Sem cat
Category:རི་མོ།	Categoria:Pintura
Template:Purge	Predefinição:Purgar
Category:འདུ་ཤེས།	Categoria:Sentimentos
Category:ཡི་ལང་གི་སྒྱུ་རྩལ།	Categoria:Artes do Irã
རམས་ཚོས།	Anil
Template:User pl-1	Predefinição:User pl-1
Category:ཏུ་ནི་ཤི་ཡ།	Categoria:Tunísia
Template:User lt	Predefinição:User lt
Category:ལག་ཆ།	Categoria:Equipamentos
Template:Mbox	Predefinição:Mbox
Category:མར་ཁེ་སེ་རིང་ལུགས།	Categoria:Marxismo
Category:User ja-N	Categoria:Usuário ja
Category:སྤེན་པ།	Categoria:Saturno
Category:ལྷག་པ།	Categoria:Mercúrio (planeta)
Category:ཤ་རི་ཡ།	Categoria:Direito islâmico
Category:ཇ།	Categoria:Chá
Category:རྩ།	Categoria:Poaceae
Category:ཁེ་ར་བི་ཧན།	Categoria:Caribe
Category:སུ་ཝ་ཛི་ལནཌ།	Categoria:Suazilândia
Category:འོད་པར་རྒྱབ་ཐབས།	Categoria:Fotografia
Category:ཚགས་པར།	Categoria:Jornais
Category:མངར་ཟས།	Categoria:Sobremesas
Category:དཔྱིད།	Categoria:Primavera
Template:གསལ་བྱེད།	Predefinição:Consoantes
Category:ཁང་རྩིག་བཟོ་རིག	Categoria:Arquitetura
Category:མེ་འཁོར།	Categoria:Transporte ferroviário
Category:འཇར་མན་གྱི་སྒྱུ་རྩལ།	Categoria:Artes da Alemanha
Category:ཁྲོམ་ལམ།	Categoria:Ruas e avenidas
Category:གི་རི་ན་ཌ། (རྒྱལ་ཁབ།)	Categoria:Granada
Category:མ་སེ་ཌོ་ནིཡ། (རྒྱལ་ཁབ།)	Categoria:República da Macedónia
Category:User la	Categoria:Usuários la
Category:User lt	Categoria:Usuários lt
Category:User fr-N	Categoria:Usuário fr
Category:User lt-N	Categoria:Usuário lt
Category:User ru-N	Categoria:Usuário ru
Category:ཚོང་ལས།	Categoria:Negócios
Category:ཏོའོ་ཅོའོ་ཆོས་ལུགས།	Categoria:Taoismo
Category:User de	Categoria:Usuários de
Category:User en-3	Categoria:Usuário en-3
Category:User en-N	Categoria:Usuário en
Category:སའོ་ཊོ་མེ་དང་པི་རིན་སི་པ།	Categoria:São Tomé e Príncipe
Category:ཀན་སུ།	Categoria:Gansu
Category:ཀྲུང་གོའི་རི་མོ་མཁས་ཅན།	Categoria:Pintores da China
Category:ཨའི་ཆི་ཞེས་པའི་སྲིད་འཛིན་ས་ཁུལ།	Categoria:Província de Aichi
Category:རྒྱལ་ཁབ་གྱི་ཆབ་སྲིད།	Categoria:Política por país
Category:དབྱིབས་རྩིས་རིག་པ།	Categoria:Geometria
Category:གཞས་རིག་པ།	Categoria:Musicologia
Category:User ja-1	Categoria:Usuário ja-1
Category:མེ་རི།	Categoria:Vulcões
Category:User ru-1	Categoria:Usuário ru-1
Category:སྙན་ངག་མཁན།	Categoria:Poetas
Category:ས་མུ་རའི།	Categoria:Samurais
Template:ཀེ་རི་སིའི་དབྱངས་གསལ་རེའུ་མིག	Predefinição:Letras gregas
Category:མའི་ཀོ་རོ་ནེ་ཤི་ཡ། (རྒྱལ་ཁབ།)	Categoria:Estados Federados da Micronésia
ཧྲང་ཨན།	Changan
Category:རྒྱལ་སྤྱིའི་འཁྲབ་སྟོན་པ།	Categoria:Atores por país
Category:མེ་ཏོག་སྐོར།	Categoria:Flores
Category:ཉི་མའི་ཁྱིམ་རྒྱུད།	Categoria:Sistema solar
Category:ཧོ་ཁའི་དོ།	Categoria:Província de Hokkaido
Category:ཀོང་ཏུང་ཞིང་ཆེན།	Categoria:Guangdong
Category:ཧྲའན་ཞི།	Categoria:Shaanxi
Category:ཨན་ཧུའེ་ཞིང་ཆེན།	Categoria:Anhui
Category:ཅི་ལིན།	Categoria:Jilin
Category:ཧྥུའུ་ཅན།	Categoria:Fujian
Category:ཧའེ་ནན།	Categoria:Hainan
Category:ཌོ་མི་ནི་ཀན་སྤྱི་མཐུན་རྒྱལ་ཁབ།	Categoria:República Dominicana
Category:ཆུ།	Categoria:Água
Category:བཏུང་བྱའི་སྐོར།	Categoria:Bebidas
Category:རྒྱལ་ཁབ་གྱི་དབུ་འཛིན།	Categoria:Presidentes por país
ལུང་སྟོན་པ་ཤ་མུ་ཨེལ།	Samuel (Bíblia)
Category:བྷེ་ལ་རསུ།	Categoria:Bielorrússia
Category:ཨ་ཧྥེ་རི་ཁའི་གླིང་གི་རྒྱལ་ཁབ།	Categoria:Países de África
Category:ཨེ་དོའི་དུས་སྐབས།	Categoria:Período Edo
Category:ཧྥ་ཤི་སིའི་རིང་ལུགས།	Categoria:Fascismo
Category:བྲན་གཡོག་རིང་ལུགས།	Categoria:Escravidão
Template:User ru-2	Predefinição:User ru-2
